country,import_leisure,import_politics,import_work,goals_parents_proud,men_political_leaders,univ_boy_girl,happiness,health,freedom,standard_of_living,trust,confidence_gov,confidence_univ,everyone_provided,corrupt,sci_tech_life,sci_not_important,age,age_3cat,highest_edu_3cat,income_3cat
USA,rather important,not very important,rather important,agree,strongly disagree,strongly disagree,rather happy,good,7,worse off,most people can be trusted,not very much,quite a lot,2,10,8,6,29,16-29 years,middle,medium
USA,not very important,not very important,very important,strongly agree,disagree,disagree,rather happy,good,8,worse off,need to be very careful,none at all,a great deal,6,2,7,3,26,16-29 years,middle,low
USA,very important,rather important,very important,agree,disagree,disagree,very happy,good,9,better off,need to be very careful,not very much,not very much,10,7,7,3,34,30-49 years,middle,medium
USA,rather important,very important,rather important,agree,strongly agree,disagree,very happy,good,10,better off,need to be very careful,quite a lot,quite a lot,10,10,10,6,75,50 years and over,middle,medium
USA,rather important,not very important,rather important,strongly disagree,agree,agree,not very happy,good,5,about the same,need to be very careful,quite a lot,quite a lot,5,7,8,1,27,16-29 years,high,medium
USA,very important,not very important,very important,strongly agree,strongly agree,strongly agree,rather happy,good,10,better off,need to be very careful,not very much,not very much,1,10,5,2,26,16-29 years,middle,medium
USA,rather important,not at all important,rather important,agree,disagree,disagree,very happy,very good,7,about the same,need to be very careful,a great deal,quite a lot,6,10,7,1,27,16-29 years,high,medium
USA,rather important,rather important,very important,agree,agree,disagree,rather happy,good,8,better off,most people can be trusted,quite a lot,not very much,10,7,8,1,57,50 years and over,high,high
USA,rather important,not very important,rather important,agree,strongly disagree,strongly agree,rather happy,good,7,better off,need to be very careful,quite a lot,quite a lot,10,5,10,6,23,16-29 years,middle,medium
USA,rather important,very important,not very important,NA,disagree,disagree,rather happy,good,9,better off,need to be very careful,quite a lot,quite a lot,7,8,8,9,70,50 years and over,middle,medium
USA,rather important,very important,very important,disagree,disagree,disagree,rather happy,fair,8,better off,most people can be trusted,quite a lot,none at all,4,8,9,8,65,50 years and over,high,high
USA,rather important,very important,very important,agree,agree,agree,rather happy,good,7,better off,need to be very careful,quite a lot,not very much,8,9,8,9,31,30-49 years,high,medium
USA,not very important,not very important,not very important,agree,disagree,disagree,not very happy,fair,5,worse off,need to be very careful,not very much,not very much,5,5,5,5,20,16-29 years,middle,medium
USA,rather important,not very important,rather important,agree,disagree,disagree,very happy,fair,8,about the same,need to be very careful,not very much,quite a lot,2,6,9,10,62,50 years and over,middle,low
USA,rather important,rather important,rather important,disagree,disagree,disagree,rather happy,fair,7,about the same,most people can be trusted,not very much,not very much,8,10,10,1,44,30-49 years,high,medium
USA,rather important,very important,not very important,agree,disagree,disagree,rather happy,fair,10,better off,need to be very careful,quite a lot,quite a lot,10,8,9,10,70,50 years and over,high,high
USA,very important,very important,very important,strongly agree,strongly disagree,strongly disagree,very happy,good,10,better off,need to be very careful,quite a lot,a great deal,10,10,10,10,71,50 years and over,middle,medium
USA,very important,not very important,very important,strongly agree,agree,disagree,rather happy,good,7,better off,most people can be trusted,a great deal,NA,8,6,8,7,30,30-49 years,high,medium
USA,rather important,not very important,rather important,strongly agree,strongly disagree,strongly disagree,very happy,good,10,worse off,most people can be trusted,quite a lot,not very much,7,10,5,3,56,50 years and over,middle,medium
USA,rather important,not very important,rather important,strongly agree,strongly disagree,strongly disagree,rather happy,good,8,better off,need to be very careful,not very much,quite a lot,7,6,8,8,22,16-29 years,high,medium
USA,very important,not very important,not very important,agree,agree,agree,rather happy,very good,10,worse off,most people can be trusted,quite a lot,quite a lot,7,4,8,3,32,30-49 years,high,medium
USA,very important,rather important,rather important,agree,disagree,disagree,rather happy,very good,6,worse off,most people can be trusted,a great deal,quite a lot,10,5,7,5,64,50 years and over,middle,medium
USA,rather important,not very important,very important,agree,disagree,disagree,rather happy,fair,3,worse off,most people can be trusted,not very much,not very much,4,2,5,2,45,30-49 years,lower,medium
USA,very important,rather important,rather important,strongly agree,disagree,disagree,rather happy,good,8,better off,need to be very careful,a great deal,quite a lot,7,8,5,5,49,30-49 years,middle,medium
USA,not very important,not at all important,rather important,agree,agree,disagree,rather happy,good,9,about the same,most people can be trusted,not very much,not very much,5,8,3,4,60,50 years and over,high,medium
USA,not very important,not very important,not at all important,disagree,agree,disagree,rather happy,fair,8,better off,need to be very careful,quite a lot,not very much,10,10,8,1,35,30-49 years,middle,medium
USA,rather important,rather important,rather important,agree,disagree,disagree,rather happy,fair,8,worse off,need to be very careful,not very much,quite a lot,6,10,6,4,28,16-29 years,high,low
USA,rather important,not very important,rather important,strongly agree,strongly agree,disagree,rather happy,very good,8,worse off,most people can be trusted,not very much,none at all,10,7,5,2,29,16-29 years,high,medium
USA,rather important,not very important,rather important,agree,disagree,disagree,rather happy,good,3,worse off,most people can be trusted,none at all,quite a lot,2,8,10,1,31,30-49 years,high,low
USA,rather important,rather important,rather important,agree,disagree,disagree,rather happy,good,7,better off,need to be very careful,not very much,quite a lot,7,8,7,4,47,30-49 years,high,medium
USA,rather important,rather important,rather important,agree,disagree,disagree,rather happy,good,8,better off,need to be very careful,not very much,not very much,8,6,8,3,53,50 years and over,high,medium
USA,not very important,not very important,not very important,disagree,disagree,disagree,not very happy,poor,5,worse off,need to be very careful,not very much,none at all,7,10,10,1,31,30-49 years,middle,low
USA,rather important,not very important,rather important,agree,disagree,disagree,rather happy,good,10,worse off,most people can be trusted,not very much,not very much,8,10,7,6,29,16-29 years,middle,medium
USA,rather important,rather important,very important,disagree,strongly disagree,strongly disagree,rather happy,good,10,better off,need to be very careful,quite a lot,quite a lot,7,4,10,2,69,50 years and over,high,high
USA,very important,very important,very important,agree,strongly agree,disagree,very happy,very good,10,better off,need to be very careful,a great deal,none at all,10,10,10,1,61,50 years and over,high,medium
USA,rather important,very important,very important,agree,disagree,disagree,rather happy,good,10,about the same,need to be very careful,a great deal,none at all,10,10,5,7,57,50 years and over,high,medium
USA,rather important,not very important,very important,agree,strongly disagree,strongly disagree,rather happy,good,8,worse off,most people can be trusted,quite a lot,not very much,10,10,5,5,62,50 years and over,middle,medium
USA,rather important,very important,not at all important,agree,agree,disagree,very happy,good,8,better off,most people can be trusted,a great deal,not very much,7,6,7,3,77,50 years and over,high,medium
USA,rather important,rather important,very important,agree,disagree,disagree,very happy,good,10,better off,most people can be trusted,not very much,not very much,10,8,8,3,31,30-49 years,high,high
USA,very important,rather important,very important,agree,disagree,disagree,very happy,very good,10,better off,most people can be trusted,quite a lot,not very much,10,9,3,3,55,50 years and over,middle,medium
USA,rather important,rather important,very important,agree,strongly disagree,strongly disagree,rather happy,good,8,worse off,most people can be trusted,quite a lot,not very much,8,10,7,3,34,30-49 years,high,medium
USA,rather important,rather important,not very important,agree,agree,disagree,rather happy,good,5,better off,most people can be trusted,quite a lot,not very much,4,8,7,5,67,50 years and over,middle,medium
